filename,label,score
033_fibrosis_258.png,1,0.9917469024658203
033_fibrosis_326.png,1,0.2270299792289734
034_fibrosis_238.png,1,0.7846602201461792
064_fibrosis_037.png,1,0.9936333894729614
064_fibrosis_077.png,1,0.9664571285247803
064_fibrosis_134.png,1,0.8203673958778381
064_fibrosis_318.png,1,0.8896201252937317
065_fibrosis_073.png,1,0.9967617988586426
066_fibrosis_095.png,1,0.9289238452911377
066_fibrosis_147.png,1,0.9656034111976624
066_fibrosis_240.png,1,0.9844781160354614
066_fibrosis_267.png,1,0.9423311352729797
066_fibrosis_274.png,1,0.9316802620887756
066_fibrosis_299.png,1,0.8568897843360901
067_fibrosis_079.png,1,0.9918856620788574
067_fibrosis_167.png,1,0.7074496150016785
067_fibrosis_255.png,1,0.26254144310951233
068_fibrosis_038.png,1,0.9946238994598389
068_fibrosis_070.png,1,0.9974344372749329
069_fibrosis_072.png,1,0.8374407291412354
069_fibrosis_130.png,1,0.9268758296966553
069_fibrosis_177.png,1,0.9918636083602905
069_fibrosis_213.png,1,0.9974653720855713
069_fibrosis_277.png,1,0.9977578520774841
069_fibrosis_289.png,1,0.9973850846290588
071_fibrosis_021.png,1,0.9061557054519653
071_fibrosis_038.png,1,0.9802815914154053
071_fibrosis_057.png,1,0.9905843734741211
071_fibrosis_075.png,1,0.9726449847221375
071_fibrosis_128.png,1,0.9039394855499268
071_fibrosis_132.png,1,0.8807044625282288
071_fibrosis_135.png,1,0.889344334602356
071_fibrosis_262.png,1,0.3162522614002228
072_fibrosis_042.png,1,0.8976835608482361
072_fibrosis_078.png,1,0.8969398140907288
072_fibrosis_088.png,1,0.9077132940292358
072_fibrosis_165.png,1,0.8328157067298889
072_fibrosis_182.png,1,0.7606488466262817
072_fibrosis_187.png,1,0.655410885810852
072_fibrosis_255.png,1,0.7905459403991699
073_fibrosis_037.png,1,0.129795104265213
073_fibrosis_117.png,1,0.8558073043823242
073_fibrosis_120.png,1,0.8424525260925293
073_fibrosis_159.png,1,0.3371805250644684
073_fibrosis_163.png,1,0.3018461763858795
073_fibrosis_272.png,1,0.6727858781814575
074_fibrosis_044.png,1,0.9683080911636353
074_fibrosis_046.png,1,0.9781388640403748
074_fibrosis_094.png,1,0.8794499635696411
075_fibrosis_065.png,1,0.9757686853408813
075_fibrosis_129.png,1,0.9941105246543884
075_fibrosis_138.png,1,0.9931585192680359
075_fibrosis_221.png,1,0.9861976504325867
076_fibrosis_059.png,1,0.8100475668907166
076_fibrosis_122.png,1,0.9907667636871338
077_fibrosis_021.png,1,0.8931173086166382
077_fibrosis_057.png,1,0.9792852997779846
077_fibrosis_202.png,1,0.524682879447937
077_fibrosis_339.png,1,0.9769953489303589
078_fibrosis_119.png,1,0.979534924030304
078_fibrosis_120.png,1,0.9724810719490051
078_fibrosis_156.png,1,0.9474455714225769
078_fibrosis_258.png,1,0.898295521736145
079_fibrosis_164.png,1,0.9969747066497803
079_fibrosis_183.png,1,0.9860631823539734
079_fibrosis_232.png,1,0.9394116401672363
079_fibrosis_247.png,1,0.8508583307266235
080_fibrosis_390.png,1,0.7665945291519165
080_fibrosis_418.png,1,0.4514881372451782
081_fibrosis_097.png,1,0.2503766417503357
081_fibrosis_243.png,1,0.7376843690872192
081_fibrosis_314.png,1,0.6424149870872498
082_fibrosis_115.png,1,0.6169933080673218
